id,name,value,category,timestamp
49,Item Epsilon,3601.98,C,2025-01-18T23:51:34Z
50,Item Zeta,4981.0,B,2025-01-14T00:51:19Z
51,Item Epsilon,473.83,B,2025-01-04T04:21:13Z
52,Item Eta,1422.21,C,2025-01-03T04:17:22Z
53,Item Eta,2926.85,A,2025-01-21T04:22:20Z
54,Item Epsilon,4950.93,B,2025-01-25T05:53:05Z
55,Item Gamma,3331.94,B,2025-01-11T12:25:29Z
56,Item Theta,3628.76,A,2025-01-09T23:13:45Z
57,Item Gamma,1362.16,A,2025-01-21T07:23:45Z
58,Item Beta,3193.49,A,2025-01-05T07:18:57Z
59,Item Delta,4100.05,C,2025-01-16T03:58:19Z
60,Item Zeta,3661.2,A,2025-01-30T05:45:26Z
61,Item Beta,1243.04,A,2025-01-23T18:56:35Z
62,Item Gamma,3754.17,A,2025-01-23T19:42:38Z
63,Item Delta,1093.83,A,2025-01-12T05:45:51Z
64,Item Gamma,709.36,A,2025-01-15T20:38:19Z
65,Item Eta,3808.5,A,2025-01-15T00:28:05Z
66,Item Beta,4391.79,A,2025-01-20T15:44:47Z
67,Item Alpha,3807.68,B,2025-01-27T15:12:54Z
68,Item Eta,3153.26,A,2025-01-24T03:58:06Z
69,Item Gamma,383.78,A,2025-01-24T08:20:42Z
70,Item Zeta,2414.46,C,2025-01-13T09:03:27Z
71,Item Gamma,3008.82,C,2025-01-23T15:36:59Z
72,Item Alpha,3105.16,A,2025-01-16T16:43:07Z
73,Item Zeta,4215.82,A,2025-01-30T10:34:52Z
74,Item Epsilon,478.73,C,2025-01-17T04:02:04Z
75,Item Alpha,1348.5,A,2025-01-28T15:05:45Z
76,Item Theta,3389.4,B,2025-01-11T18:10:12Z
77,Item Alpha,4646.94,A,2025-01-13T04:59:30Z
78,Item Zeta,1025.92,C,2025-01-17T03:42:50Z
79,Item Gamma,3760.89,A,2025-01-17T09:34:55Z
80,Item Theta,2837.04,C,2025-01-21T12:44:37Z
81,Item Eta,4743.28,C,2025-01-17T02:33:38Z
82,Item Alpha,3538.56,B,2025-01-01T02:54:16Z
83,Item Eta,4201.18,C,2025-01-20T00:39:23Z
84,Item Eta,3782.99,A,2025-01-03T20:54:31Z
85,Item Gamma,4693.93,B,2025-01-11T19:27:00Z
86,Item Zeta,4573.77,A,2025-01-27T16:16:37Z
87,Item Epsilon,2096.48,A,2025-01-15T03:52:54Z
88,Item Theta,1478.4,A,2025-01-23T04:06:23Z
89,Item Beta,1949.47,C,2025-01-15T03:55:10Z
90,Item Eta,645.9,B,2025-01-28T03:48:04Z
91,Item Gamma,3796.95,B,2025-01-12T07:12:29Z
92,Item Theta,3308.12,A,2025-01-20T21:26:18Z
93,Item Delta,4269.67,C,2025-01-06T13:23:13Z
94,Item Beta,865.07,A,2025-01-06T18:33:18Z
95,Item Delta,3503.05,C,2025-01-15T03:59:16Z
96,Item Delta,928.41,C,2025-01-13T19:08:49Z
97,Item Theta,4773.3,B,2025-01-27T11:45:31Z
98,Item Theta,2324.15,C,2025-01-05T19:14:00Z
99,Item Delta,3284.09,C,2025-01-11T10:25:57Z
100,Item Zeta,1106.63,B,2025-01-07T17:56:50Z
101,Item Epsilon,1894.48,B,2025-01-24T10:14:34Z
102,Item Beta,4782.19,A,2025-01-03T04:15:50Z
103,Item Gamma,840.97,B,2025-01-02T14:27:03Z
104,Item Epsilon,2085.72,C,2025-01-04T03:23:44Z
105,Item Gamma,2368.56,A,2025-01-04T22:34:48Z
106,Item Eta,1083.36,C,2025-01-10T21:11:44Z
107,Item Eta,1713.83,B,2025-01-23T13:24:50Z
108,Item Beta,2955.04,C,2025-01-04T09:00:59Z
109,Item Zeta,3428.98,B,2025-01-23T18:09:13Z
110,Item Beta,4737.0,C,2025-01-25T20:35:32Z
111,Item Eta,2719.13,C,2025-01-17T16:40:08Z
112,Item Theta,4410.9,C,2025-01-17T04:12:56Z
113,Item Gamma,4883.13,A,2025-01-28T19:11:08Z
114,Item Epsilon,4416.15,A,2025-01-27T21:18:49Z
115,Item Beta,4994.68,C,2025-01-10T02:15:27Z
116,Item Epsilon,1828.84,B,2025-01-27T06:43:31Z
117,Item Theta,1921.4,C,2025-01-05T03:40:00Z
118,Item Theta,1788.59,B,2025-01-10T15:05:01Z
119,Item Theta,1664.35,A,2025-01-21T02:07:44Z
120,Item Alpha,1842.2,A,2025-01-04T23:26:43Z
121,Item Alpha,713.47,B,2025-01-14T07:57:03Z
122,Item Epsilon,1301.0,C,2025-01-06T01:53:27Z
123,Item Theta,2805.18,C,2025-01-18T11:21:56Z
124,Item Zeta,4983.52,A,2025-01-04T21:54:45Z
125,Item Theta,664.54,A,2025-01-07T03:31:32Z
126,Item Theta,4486.63,B,2025-01-28T23:50:28Z
127,Item Epsilon,773.84,C,2025-01-04T02:42:42Z
128,Item Delta,1118.66,A,2025-01-24T13:44:45Z
129,Item Beta,4713.11,B,2025-01-22T21:06:45Z
130,Item Theta,911.12,C,2025-01-26T23:37:22Z
131,Item Theta,194.38,A,2025-01-04T15:59:11Z
132,Item Gamma,4746.83,B,2025-01-02T14:35:37Z
133,Item Delta,525.2,A,2025-01-24T06:19:47Z
134,Item Eta,1677.36,C,2025-01-20T12:16:46Z
135,Item Beta,601.87,C,2025-01-24T01:34:48Z
136,Item Gamma,4840.53,C,2025-01-15T16:31:21Z
137,Item Eta,4147.59,B,2025-01-02T20:49:48Z
138,Item Gamma,2429.16,C,2025-01-28T02:21:01Z
139,Item Zeta,1265.67,A,2025-01-16T10:31:32Z
140,Item Gamma,3276.15,A,2025-01-19T09:16:14Z
141,Item Zeta,733.94,C,2025-01-16T15:37:59Z
142,Item Eta,1706.16,C,2025-01-12T14:57:47Z
143,Item Theta,1127.48,B,2025-01-14T17:52:21Z
144,Item Theta,4664.32,A,2025-01-07T08:57:06Z
145,Item Gamma,2619.63,B,2025-01-25T09:40:28Z
146,Item Delta,230.16,A,2025-01-20T14:12:43Z
147,Item Gamma,4516.24,B,2025-01-24T17:46:34Z
148,Item Gamma,4862.7,C,2025-01-09T11:42:19Z
149,Item Epsilon,4060.85,B,2025-01-13T03:06:55Z
150,Item Zeta,636.29,B,2025-01-22T07:31:41Z
151,Item Epsilon,191.81,C,2025-01-30T18:17:52Z
152,Item Alpha,4736.0,B,2025-01-06T20:20:33Z
153,Item Alpha,4513.5,C,2025-01-11T16:07:40Z
154,Item Epsilon,4089.44,B,2025-01-20T21:21:38Z
155,Item Alpha,4838.58,B,2025-01-15T00:01:59Z
156,Item Beta,1900.11,C,2025-01-28T11:03:45Z
157,Item Eta,4858.58,A,2025-01-29T06:55:04Z
158,Item Epsilon,4483.81,B,2025-01-03T15:06:41Z
159,Item Alpha,1151.37,B,2025-01-07T14:04:54Z
160,Item Alpha,4810.64,B,2025-01-04T07:35:00Z
161,Item Eta,1642.91,C,2025-01-08T06:49:28Z
162,Item Alpha,3484.08,B,2025-01-25T14:21:49Z
163,Item Eta,645.88,A,2025-01-16T09:40:21Z
164,Item Delta,4935.63,A,2025-01-08T08:21:32Z
165,Item Eta,1373.9,A,2025-01-30T21:48:56Z
166,Item Theta,4483.32,B,2025-01-05T16:04:25Z
167,Item Epsilon,4214.18,A,2025-01-07T17:08:46Z
168,Item Zeta,904.29,B,2025-01-04T03:53:10Z
169,Item Alpha,1584.82,A,2025-01-25T06:02:38Z
170,Item Zeta,2132.98,B,2025-01-07T11:52:02Z
171,Item Alpha,2409.05,A,2025-01-27T06:14:00Z
172,Item Beta,3854.14,C,2025-01-27T21:37:55Z
173,Item Gamma,4968.94,A,2025-01-06T01:35:32Z
174,Item Zeta,4601.32,A,2025-01-16T14:48:15Z
175,Item Epsilon,1221.6,C,2025-01-12T17:49:21Z
176,Item Eta,2511.14,A,2025-01-05T03:06:42Z
177,Item Epsilon,3792.7,B,2025-01-05T12:24:51Z
178,Item Epsilon,4731.97,A,2025-01-25T19:24:54Z
179,Item Delta,3888.91,A,2025-01-06T23:40:21Z
180,Item Theta,1723.65,C,2025-01-02T22:10:24Z
181,Item Eta,4048.75,B,2025-01-15T12:15:35Z
182,Item Epsilon,1168.82,A,2025-01-17T05:01:59Z
183,Item Eta,1124.92,B,2025-01-30T08:36:00Z
184,Item Gamma,235.26,A,2025-01-30T15:40:45Z
185,Item Delta,4888.24,C,2025-01-14T23:02:34Z
186,Item Beta,3196.28,B,2025-01-22T01:10:25Z
187,Item Alpha,2102.32,C,2025-01-16T20:08:52Z
188,Item Alpha,1828.44,C,2025-01-17T19:39:45Z
189,Item Theta,3393.5,C,2025-01-22T23:20:06Z
190,Item Alpha,3711.6,B,2025-01-21T21:00:59Z
191,Item Alpha,1307.61,B,2025-01-10T05:38:50Z
192,Item Alpha,4844.06,A,2025-01-21T01:43:35Z
193,Item Zeta,614.26,C,2025-01-28T12:05:17Z
194,Item Beta,2363.53,C,2025-01-06T13:59:47Z
195,Item Epsilon,3018.82,C,2025-01-04T01:20:53Z
196,Item Theta,4841.05,A,2025-01-11T14:29:35Z
197,Item Gamma,1455.57,A,2025-01-05T16:42:58Z
198,Item Gamma,3346.01,C,2025-01-30T00:42:13Z
199,Item Zeta,1228.57,A,2025-01-21T00:41:38Z
200,Item Eta,654.71,C,2025-01-18T05:39:13Z
201,Item Beta,3826.64,B,2025-01-28T12:32:33Z
202,Item Eta,3573.3,A,2025-01-19T03:50:14Z
203,Item Zeta,1081.84,A,2025-01-30T10:23:57Z
204,Item Zeta,3350.55,A,2025-01-18T18:55:40Z
205,Item Eta,4788.0,C,2025-01-27T15:01:04Z
206,Item Gamma,4901.98,C,2025-01-06T04:40:51Z
207,Item Gamma,1695.07,C,2025-01-16T00:22:06Z
208,Item Theta,4286.47,B,2025-01-19T15:19:33Z
209,Item Theta,4191.83,C,2025-01-23T16:15:05Z
210,Item Epsilon,4844.33,C,2025-01-21T21:46:51Z
211,Item Theta,4890.12,B,2025-01-04T06:25:27Z
212,Item Theta,2453.51,A,2025-01-18T01:35:35Z
213,Item Beta,1971.04,C,2025-01-02T23:57:18Z
214,Item Zeta,2653.34,B,2025-01-15T01:13:10Z
215,Item Gamma,2203.37,A,2025-01-13T15:04:26Z
216,Item Beta,4600.19,C,2025-01-05T03:32:02Z
217,Item Theta,4139.03,C,2025-01-24T15:23:11Z
218,Item Delta,106.38,B,2025-01-07T09:39:01Z
219,Item Alpha,2666.08,C,2025-01-28T22:37:25Z
220,Item Eta,2202.44,A,2025-01-07T00:13:55Z
221,Item Epsilon,2109.99,A,2025-01-24T06:00:27Z
222,Item Delta,4275.46,A,2025-01-13T16:16:32Z
223,Item Epsilon,3009.97,A,2025-01-21T09:56:41Z
224,Item Alpha,3413.07,B,2025-01-22T03:31:30Z
225,Item Alpha,1488.89,C,2025-01-10T19:49:19Z
226,Item Eta,881.67,C,2025-01-05T02:58:00Z
227,Item Eta,3779.84,B,2025-01-04T05:01:07Z
228,Item Eta,391.47,B,2025-01-04T07:10:52Z
229,Item Epsilon,2994.69,A,2025-01-20T00:26:34Z
230,Item Alpha,451.85,C,2025-01-27T09:41:21Z
231,Item Eta,4677.48,C,2025-01-18T16:51:14Z
232,Item Theta,453.82,C,2025-01-15T02:56:01Z
233,Item Eta,1015.18,A,2025-01-15T06:31:02Z
234,Item Theta,1636.44,B,2025-01-09T16:55:17Z
235,Item Eta,4717.41,A,2025-01-22T23:03:07Z
236,Item Delta,4593.17,C,2025-01-13T19:42:21Z
237,Item Beta,4467.71,A,2025-01-07T04:05:56Z
238,Item Delta,1190.54,B,2025-01-15T23:55:38Z
239,Item Theta,3347.96,C,2025-01-15T08:39:18Z
240,Item Alpha,3343.02,C,2025-01-19T06:52:19Z
241,Item Delta,4356.19,A,2025-01-12T01:43:11Z
242,Item Eta,4848.59,A,2025-01-07T09:41:16Z
243,Item Eta,3748.09,C,2025-01-17T14:36:18Z
244,Item Alpha,3148.59,B,2025-01-29T04:12:37Z
245,Item Theta,4942.42,B,2025-01-22T15:27:59Z
246,Item Beta,2911.99,A,2025-01-04T04:42:01Z
247,Item Epsilon,1026.25,A,2025-01-11T23:14:34Z
248,Item Gamma,538.09,C,2025-01-07T14:02:00Z
249,Item Alpha,1678.19,A,2025-01-01T07:33:34Z
250,Item Delta,140.42,C,2025-01-13T22:44:05Z
251,Item Zeta,3950.35,A,2025-01-06T08:01:39Z
252,Item Zeta,2745.26,B,2025-01-12T08:24:04Z
253,Item Gamma,530.56,B,2025-01-05T03:03:15Z
254,Item Epsilon,197.79,C,2025-01-11T05:56:07Z
255,Item Theta,4879.82,A,2025-01-19T20:13:43Z
256,Item Zeta,3656.12,A,2025-01-18T10:59:54Z
257,Item Zeta,1405.01,B,2025-01-26T13:12:39Z
258,Item Delta,3210.38,A,2025-01-29T10:52:01Z
259,Item Epsilon,2510.69,C,2025-01-18T06:38:07Z
260,Item Beta,2768.78,B,2025-01-24T01:30:49Z
261,Item Delta,258.24,B,2025-01-13T06:38:08Z
262,Item Theta,1606.4,B,2025-01-13T14:44:56Z
263,Item Eta,2758.39,B,2025-01-08T14:32:45Z
264,Item Alpha,2545.7,B,2025-01-10T21:25:06Z
265,Item Epsilon,2017.42,B,2025-01-08T18:36:40Z
266,Item Eta,3244.63,C,2025-01-24T10:46:43Z
267,Item Beta,4539.16,B,2025-01-04T19:42:07Z
268,Item Epsilon,3307.95,B,2025-01-12T12:33:53Z
269,Item Beta,548.04,B,2025-01-25T03:48:08Z
270,Item Gamma,4000.9,C,2025-01-15T15:22:42Z
271,Item Gamma,1283.56,B,2025-01-10T21:32:20Z
272,Item Eta,2478.86,A,2025-01-15T05:57:32Z
273,Item Beta,3529.15,B,2025-01-24T12:21:58Z
274,Item Epsilon,331.92,B,2025-01-14T11:46:19Z
275,Item Beta,541.33,B,2025-01-27T09:55:07Z
276,Item Delta,981.1,B,2025-01-23T02:05:00Z
277,Item Delta,4275.72,B,2025-01-04T04:25:07Z
278,Item Delta,4191.02,B,2025-01-29T21:15:01Z
279,Item Alpha,3068.2,A,2025-01-26T08:55:51Z
280,Item Gamma,1247.53,A,2025-01-09T12:04:36Z
281,Item Epsilon,3206.64,B,2025-01-22T19:33:52Z
282,Item Gamma,1171.15,B,2025-01-19T16:12:08Z
283,Item Beta,3515.1,B,2025-01-23T19:13:25Z
284,Item Theta,2003.99,C,2025-01-22T13:01:33Z
285,Item Zeta,4511.79,A,2025-01-22T21:13:56Z
286,Item Alpha,4441.68,A,2025-01-27T20:25:46Z
287,Item Gamma,1347.86,C,2025-01-30T05:56:40Z
288,Item Theta,827.84,A,2025-01-05T22:37:01Z
289,Item Delta,1386.37,B,2025-01-30T01:35:35Z
290,Item Theta,166.2,C,2025-01-15T19:48:21Z
291,Item Beta,3134.78,C,2025-01-03T15:27:24Z
292,Item Delta,4215.89,C,2025-01-02T23:18:13Z
293,Item Delta,3137.06,C,2025-01-02T12:48:42Z
294,Item Epsilon,4464.64,B,2025-01-08T05:12:08Z
295,Item Delta,1292.38,B,2025-01-16T18:06:44Z
296,Item Theta,242.2,C,2025-01-16T02:33:35Z
297,Item Alpha,4483.46,C,2025-01-25T12:37:05Z
298,Item Gamma,1551.17,B,2025-01-29T20:02:31Z
299,Item Epsilon,4698.84,B,2025-01-29T03:14:35Z
300,Item Alpha,372.58,C,2025-01-26T06:14:07Z
301,Item Zeta,3061.0,B,2025-01-24T12:50:55Z
302,Item Eta,1592.99,A,2025-01-16T11:08:59Z
303,Item Zeta,4609.1,A,2025-01-23T18:48:39Z
304,Item Zeta,3796.14,A,2025-01-20T18:05:56Z
305,Item Alpha,4557.72,A,2025-01-26T09:28:14Z
306,Item Zeta,4727.35,B,2025-01-15T11:09:48Z
307,Item Eta,4000.71,B,2025-01-09T09:16:11Z
308,Item Zeta,4814.17,A,2025-01-13T04:40:29Z
309,Item Epsilon,4483.05,C,2025-01-26T23:25:30Z
310,Item Theta,898.86,C,2025-01-08T08:07:48Z
311,Item Theta,1065.67,B,2025-01-24T01:59:31Z
312,Item Delta,415.88,A,2025-01-20T12:38:38Z
313,Item Gamma,1005.4,A,2025-01-01T07:22:02Z
314,Item Eta,3957.91,A,2025-01-02T20:27:53Z
315,Item Alpha,2761.03,B,2025-01-21T20:00:17Z
316,Item Theta,2770.1,B,2025-01-22T10:38:50Z
317,Item Epsilon,4853.01,B,2025-01-09T13:39:44Z
318,Item Theta,4181.38,B,2025-01-20T19:27:04Z
319,Item Delta,3805.17,C,2025-01-19T00:19:26Z
320,Item Beta,3823.88,A,2025-01-04T11:00:34Z
321,Item Delta,1793.25,C,2025-01-16T16:25:18Z
322,Item Beta,614.1,C,2025-01-15T19:04:36Z
323,Item Beta,2551.81,B,2025-01-06T18:33:13Z
324,Item Theta,1720.05,B,2025-01-24T03:25:06Z
325,Item Gamma,3603.12,A,2025-01-13T11:59:28Z
326,Item Gamma,4239.71,C,2025-01-28T16:34:35Z
327,Item Gamma,2571.42,C,2025-01-26T01:04:05Z
328,Item Epsilon,1822.81,B,2025-01-03T06:07:35Z
329,Item Eta,2794.14,A,2025-01-24T15:08:59Z
330,Item Gamma,2613.76,B,2025-01-23T15:57:54Z
331,Item Alpha,3911.02,A,2025-01-26T01:54:22Z
332,Item Gamma,3995.51,C,2025-01-13T09:10:14Z
333,Item Alpha,821.71,A,2025-01-02T00:35:24Z
334,Item Delta,2492.79,A,2025-01-14T07:20:41Z
335,Item Epsilon,1318.26,C,2025-01-10T19:29:16Z
336,Item Beta,2835.22,C,2025-01-27T08:59:29Z
337,Item Gamma,4300.05,C,2025-01-25T12:16:08Z
338,Item Theta,1542.58,C,2025-01-25T17:24:55Z
339,Item Zeta,4214.58,A,2025-01-27T01:11:09Z
340,Item Zeta,1491.06,C,2025-01-18T22:58:05Z
341,Item Theta,422.3,A,2025-01-05T17:53:07Z
342,Item Alpha,3091.14,C,2025-01-30T16:17:39Z
343,Item Epsilon,3486.14,B,2025-01-12T01:17:22Z
344,Item Delta,1119.52,A,2025-01-28T19:29:56Z
345,Item Epsilon,124.01,B,2025-01-22T03:36:04Z
346,Item Eta,2305.2,B,2025-01-19T12:40:19Z
347,Item Zeta,1028.92,A,2025-01-05T09:29:56Z
348,Item Delta,4080.85,C,2025-01-28T20:24:53Z
349,Item Alpha,162.34,B,2025-01-15T04:44:48Z
350,Item Theta,2127.34,A,2025-01-01T19:40:45Z
351,Item Gamma,4634.71,B,2025-01-24T00:49:24Z
352,Item Theta,525.45,C,2025-01-17T06:40:31Z
353,Item Zeta,4119.04,C,2025-01-29T22:29:05Z
354,Item Zeta,675.87,A,2025-01-14T11:17:59Z
355,Item Zeta,910.49,B,2025-01-15T02:23:58Z
356,Item Theta,1829.82,C,2025-01-30T22:04:38Z
357,Item Beta,3172.36,C,2025-01-01T15:02:44Z
358,Item Epsilon,4179.27,A,2025-01-05T21:36:29Z
359,Item Zeta,2403.47,C,2025-01-08T01:13:20Z
360,Item Zeta,2672.44,A,2025-01-10T03:52:12Z
361,Item Zeta,4250.17,B,2025-01-12T07:01:58Z
362,Item Gamma,1853.84,A,2025-01-28T17:52:34Z
363,Item Epsilon,1397.96,B,2025-01-11T15:26:32Z
364,Item Zeta,2242.13,A,2025-01-22T23:47:38Z
365,Item Eta,992.2,A,2025-01-08T06:10:43Z
366,Item Eta,2927.05,A,2025-01-04T00:04:23Z
367,Item Delta,2250.18,C,2025-01-30T17:56:00Z
368,Item Alpha,3222.0,B,2025-01-04T15:59:40Z
369,Item Epsilon,1245.79,A,2025-01-12T01:03:50Z
370,Item Epsilon,2841.01,C,2025-01-14T01:34:42Z
371,Item Alpha,2755.94,C,2025-01-08T04:05:39Z
372,Item Alpha,1982.0,C,2025-01-29T18:30:03Z
373,Item Beta,2069.96,B,2025-01-23T10:57:57Z
374,Item Delta,765.66,C,2025-01-15T04:13:26Z
375,Item Epsilon,1632.18,B,2025-01-24T13:50:01Z
376,Item Eta,1436.88,B,2025-01-09T21:39:28Z
377,Item Delta,992.12,A,2025-01-08T08:28:44Z
378,Item Alpha,4135.44,A,2025-01-28T14:59:08Z
379,Item Eta,897.6,C,2025-01-07T01:44:56Z
380,Item Alpha,603.44,C,2025-01-12T17:15:00Z
381,Item Theta,4603.11,A,2025-01-04T00:13:35Z
382,Item Epsilon,4675.32,C,2025-01-01T12:05:54Z
383,Item Delta,4668.5,B,2025-01-02T16:42:29Z
384,Item Zeta,4206.2,B,2025-01-07T23:32:40Z
385,Item Theta,3732.2,A,2025-01-01T08:30:37Z
386,Item Delta,3391.23,C,2025-01-16T07:30:44Z
387,Item Alpha,3166.15,C,2025-01-26T17:54:37Z
388,Item Zeta,3496.43,A,2025-01-12T03:22:25Z
389,Item Beta,3792.88,B,2025-01-25T16:25:31Z
390,Item Zeta,3536.07,C,2025-01-11T05:12:05Z
391,Item Epsilon,1164.69,B,2025-01-19T18:40:35Z
392,Item Zeta,4152.91,C,2025-01-25T05:36:51Z
393,Item Eta,1991.73,C,2025-01-16T07:49:41Z
394,Item Zeta,358.67,A,2025-01-10T20:21:07Z
395,Item Zeta,861.85,B,2025-01-13T15:12:31Z
396,Item Theta,907.18,C,2025-01-13T02:24:16Z
397,Item Eta,4518.97,B,2025-01-09T16:11:39Z
398,Item Delta,141.34,A,2025-01-20T09:16:06Z
399,Item Zeta,1672.56,B,2025-01-11T10:18:00Z
400,Item Alpha,2388.15,A,2025-01-11T06:58:29Z
401,Item Beta,2773.99,A,2025-01-20T09:36:24Z
402,Item Eta,3183.64,B,2025-01-03T10:14:13Z
403,Item Zeta,1335.11,A,2025-01-28T08:36:42Z
404,Item Theta,873.38,A,2025-01-10T16:58:18Z
405,Item Beta,2421.41,A,2025-01-08T01:18:28Z
406,Item Beta,1334.74,B,2025-01-09T14:23:32Z
407,Item Beta,429.14,B,2025-01-11T20:30:01Z
408,Item Zeta,1840.41,C,2025-01-04T09:43:06Z
409,Item Zeta,2864.0,C,2025-01-19T14:54:24Z
410,Item Epsilon,390.43,B,2025-01-17T03:03:16Z
411,Item Theta,4950.61,C,2025-01-05T10:40:05Z
412,Item Eta,709.57,A,2025-01-11T08:16:38Z
413,Item Eta,1402.77,C,2025-01-09T02:18:41Z
414,Item Beta,337.98,A,2025-01-02T08:49:28Z
415,Item Theta,4065.17,C,2025-01-19T17:35:53Z
416,Item Gamma,3832.43,A,2025-01-17T05:42:04Z
417,Item Epsilon,3886.74,C,2025-01-24T16:42:03Z
418,Item Delta,2609.78,C,2025-01-19T10:03:15Z
419,Item Epsilon,199.14,A,2025-01-03T09:34:43Z
420,Item Epsilon,2197.19,A,2025-01-13T19:02:14Z
421,Item Delta,1521.08,C,2025-01-27T09:30:42Z
422,Item Delta,3434.42,A,2025-01-26T17:12:46Z
423,Item Epsilon,1556.23,C,2025-01-10T01:32:26Z
424,Item Beta,3187.38,C,2025-01-24T02:32:55Z
425,Item Gamma,2149.28,B,2025-01-11T13:39:30Z
426,Item Epsilon,1102.42,C,2025-01-03T19:28:31Z
427,Item Eta,2505.33,C,2025-01-28T05:32:10Z
428,Item Eta,281.09,C,2025-01-23T00:53:53Z
429,Item Alpha,3311.05,A,2025-01-23T09:31:37Z
430,Item Theta,1464.22,B,2025-01-24T05:00:48Z
431,Item Gamma,4552.94,B,2025-01-14T19:28:11Z
432,Item Theta,2251.33,B,2025-01-15T02:11:09Z
433,Item Beta,2630.49,C,2025-01-08T18:32:49Z
434,Item Delta,727.33,B,2025-01-28T18:58:26Z
435,Item Theta,2313.34,A,2025-01-12T08:49:59Z
436,Item Beta,683.24,B,2025-01-20T03:47:29Z
437,Item Epsilon,2495.18,B,2025-01-21T12:24:56Z
438,Item Zeta,2260.7,A,2025-01-17T09:07:37Z
439,Item Gamma,3457.53,C,2025-01-07T15:28:07Z
440,Item Zeta,4836.82,C,2025-01-23T22:24:46Z
441,Item Gamma,344.7,C,2025-01-10T15:54:05Z
442,Item Theta,3076.98,C,2025-01-09T23:47:00Z
443,Item Delta,1397.14,C,2025-01-24T18:29:25Z
444,Item Theta,4081.57,C,2025-01-23T05:39:39Z
445,Item Gamma,3368.07,A,2025-01-15T01:28:20Z
446,Item Epsilon,3536.0,B,2025-01-21T07:04:52Z
447,Item Alpha,909.75,A,2025-01-06T04:12:01Z
448,Item Theta,1044.8,C,2025-01-12T02:41:57Z
449,Item Epsilon,1749.83,C,2025-01-22T02:01:57Z
450,Item Delta,1672.59,B,2025-01-02T03:53:37Z
451,Item Beta,3272.89,B,2025-01-11T07:23:15Z
452,Item Alpha,1153.01,B,2025-01-27T22:57:43Z
453,Item Eta,3998.9,A,2025-01-22T07:16:50Z
454,Item Delta,392.01,A,2025-01-18T21:47:59Z
455,Item Delta,462.87,A,2025-01-23T16:00:12Z
456,Item Gamma,2382.74,B,2025-01-12T13:25:37Z
457,Item Zeta,436.46,B,2025-01-29T20:48:14Z
458,Item Epsilon,4143.93,A,2025-01-04T22:35:09Z
